Date,CPU Utilization,Total Power,CPU Power,GPU Power,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
2023-10-06 01:13:19,0.2475,3.40796,3.40796,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:20,0.355,3.89541,3.89541,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:21,0.31,3.69137,3.69137,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:22,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:23,0.255,3.44197,3.44197,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:24,0.2525,3.43064,3.43064,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:25,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:26,0.425,4.21282,4.21282,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:27,0.255,3.44197,3.44197,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:28,0.2551,3.44243,3.44243,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:29,0.2551,3.44243,3.44243,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:30,0.2475,3.40796,3.40796,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:31,0.2525,3.43064,3.43064,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:32,0.275,3.53266,3.53266,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:33,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:34,0.2525,3.43064,3.43064,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:35,0.2525,3.43064,3.43064,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:36,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:37,0.2526,3.43111,3.43111,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:38,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:39,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:40,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:41,0.2525,3.43064,3.43064,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:42,0.21809,3.27458,3.27458,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:43,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:44,0.2475,3.40796,3.40796,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:45,0.2525,3.43064,3.43064,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:46,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:47,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:48,0.2525,3.43064,3.43064,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:49,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:50,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:51,0.2525,3.43064,3.43064,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:52,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:53,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:54,0.2475,3.40796,3.40796,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:55,0.25,3.4193,3.4193,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
2023-10-06 01:13:56,0.2525,3.43064,3.43064,0.0,1.280614660608504,113.0,17806.578125,394.62585,0.25933526315789474,173.9936365148562
