__run_id,__done,data_type,avg_cpu,total_energy,,,,,,,,,,,
run_775,DONE,png-large-high-26, , ,"{0: '2023-10-05 15:48:37', 1: '2023-10-05 15:48:38', 2: '2023-10-05 15:48:39', 3: '2023-10-05 15:48:40', 4: '2023-10-05 15:48:41', 5: '2023-10-05 15:48:42', 6: '2023-10-05 15:48:43', 7: '2023-10-05 15:48:44', 8: '2023-10-05 15:48:45'}","{0: 0.2575, 1: 0.25, 2: 0.25, 3: 0.2525, 4: 0.2475, 5: 0.2525, 6: 0.2475, 7: 0.2525, 8: 0.25}","{0: 3.45331, 1: 3.4193, 2: 3.4193, 3: 3.43064, 4: 3.40796, 5: 3.43064, 6: 3.40796, 7: 3.43064, 8: 3.4193}","{0: 3.45331, 1: 3.4193, 2: 3.4193, 3: 3.43064, 4: 3.40796, 5: 3.43064, 6: 3.40796, 7: 3.43064, 8: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}","{0: 1.0001096001344296, 1: 1.0001096001344296, 2: 1.0001096001344296, 3: 1.0001096001344296, 4: 1.0001096001344296, 5: 1.0001096001344296, 6: 1.0001096001344296, 7: 1.0001096001344296, 8: 1.0001096001344296}","{0: 8.0, 1: 8.0, 2: 8.0, 3: 8.0, 4: 8.0, 5: 8.0, 6: 8.0, 7: 8.0, 8: 8.0}","{0: 3.0166015625, 1: 3.0166015625, 2: 3.0166015625, 3: 3.0166015625, 4: 3.0166015625, 5: 3.0166015625, 6: 3.0166015625, 7: 3.0166015625, 8: 3.0166015625}","{0: 30.819049999999997, 1: 30.819049999999997, 2: 30.819049999999997, 3: 30.819049999999997, 4: 30.819049999999997, 5: 30.819049999999997, 6: 30.819049999999997, 7: 30.819049999999997, 8: 30.819049999999997}","{0: 0.25111111111111106, 1: 0.25111111111111106, 2: 0.25111111111111106, 3: 0.25111111111111106, 4: 0.25111111111111106, 5: 0.25111111111111106, 6: 0.25111111111111106, 7: 0.25111111111111106, 8: 0.25111111111111106}","{0: 0.3897918680784339, 1: 0.3897918680784339, 2: 0.3897918680784339, 3: 0.3897918680784339, 4: 0.3897918680784339, 5: 0.3897918680784339, 6: 0.3897918680784339, 7: 0.3897918680784339, 8: 0.3897918680784339}"
run_776,DONE,png-large-high-27, , ,"{0: '2023-10-05 15:48:48', 1: '2023-10-05 15:48:49', 2: '2023-10-05 15:48:50', 3: '2023-10-05 15:48:51', 4: '2023-10-05 15:48:52', 5: '2023-10-05 15:48:53'}","{0: 0.22396, 1: 0.2525, 2: 0.25, 3: 0.2525, 4: 0.25, 5: 0.25}","{0: 3.30122, 1: 3.43064, 2: 3.4193, 3: 3.43064, 4: 3.4193, 5: 3.4193}","{0: 3.30122, 1: 3.43064, 2: 3.4193, 3: 3.43064, 4: 3.4193, 5: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}","{0: 1.0000016576392303, 1: 1.0000016576392303, 2: 1.0000016576392303, 3: 1.0000016576392303, 4: 1.0000016576392303, 5: 1.0000016576392303}","{0: 5.0, 1: 5.0, 2: 5.0, 3: 5.0, 4: 5.0, 5: 5.0}","{0: 0.0322265625, 1: 0.0322265625, 2: 0.0322265625, 3: 0.0322265625, 4: 0.0322265625, 5: 0.0322265625}","{0: 20.4204, 1: 20.4204, 2: 20.4204, 3: 20.4204, 4: 20.4204, 5: 20.4204}","{0: 0.24649333333333334, 1: 0.24649333333333334, 2: 0.24649333333333334, 3: 0.24649333333333334, 4: 0.24649333333333334, 5: 0.24649333333333334}","{0: 0.006402425896231559, 1: 0.006402425896231559, 2: 0.006402425896231559, 3: 0.006402425896231559, 4: 0.006402425896231559, 5: 0.006402425896231559}"
run_777,DONE,png-large-high-28, , ,"{0: '2023-10-05 15:48:56', 1: '2023-10-05 15:48:57', 2: '2023-10-05 15:48:58', 3: '2023-10-05 15:48:59', 4: '2023-10-05 15:49:00', 5: '2023-10-05 15:49:01', 6: '2023-10-05 15:49:02'}","{0: 0.25, 1: 0.2551, 2: 0.2551, 3: 0.2551, 4: 0.2475, 5: 0.255, 6: 0.25}","{0: 3.4193, 1: 3.44243, 2: 3.44243, 3: 3.44243, 4: 3.40796, 5: 3.44197, 6: 3.4193}","{0: 3.4193, 1: 3.44243, 2: 3.44243, 3: 3.44243, 4: 3.40796, 5: 3.44197, 6: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}","{0: 0.9999603281754497, 1: 0.9999603281754497, 2: 0.9999603281754497, 3: 0.9999603281754497, 4: 0.9999603281754497, 5: 0.9999603281754497, 6: 0.9999603281754497}","{0: 6.0, 1: 6.0, 2: 6.0, 3: 6.0, 4: 6.0, 5: 6.0, 6: 6.0}","{0: -0.8271484375, 1: -0.8271484375, 2: -0.8271484375, 3: -0.8271484375, 4: -0.8271484375, 5: -0.8271484375, 6: -0.8271484375}","{0: 24.01582, 1: 24.01582, 2: 24.01582, 3: 24.01582, 4: 24.01582, 5: 24.01582, 6: 24.01582}","{0: 0.2525428571428571, 1: 0.2525428571428571, 2: 0.2525428571428571, 3: 0.2525428571428571, 4: 0.2525428571428571, 5: 0.2525428571428571, 6: 0.2525428571428571}","{0: -0.13638008107699948, 1: -0.13638008107699948, 2: -0.13638008107699948, 3: -0.13638008107699948, 4: -0.13638008107699948, 5: -0.13638008107699948, 6: -0.13638008107699948}"
run_778,DONE,png-large-high-29, , ,"{0: '2023-10-05 15:49:05', 1: '2023-10-05 15:49:06', 2: '2023-10-05 15:49:07', 3: '2023-10-05 15:49:08', 4: '2023-10-05 15:49:09', 5: '2023-10-05 15:49:10'}","{0: 0.2475, 1: 0.25, 2: 0.25, 3: 0.2475, 4: 0.255, 5: 0.25}","{0: 3.40796, 1: 3.4193, 2: 3.4193, 3: 3.40796, 4: 3.44197, 5: 3.4193}","{0: 3.40796, 1: 3.4193, 2: 3.4193, 3: 3.40796, 4: 3.44197, 5: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}","{0: 0.9999851630477247, 1: 0.9999851630477247, 2: 0.9999851630477247, 3: 0.9999851630477247, 4: 0.9999851630477247, 5: 0.9999851630477247}","{0: 5.0, 1: 5.0, 2: 5.0, 3: 5.0, 4: 5.0, 5: 5.0}","{0: -0.2861328125, 1: -0.2861328125, 2: -0.2861328125, 3: -0.2861328125, 4: -0.2861328125, 5: -0.2861328125}","{0: 20.51579, 1: 20.51579, 2: 20.51579, 3: 20.51579, 4: 20.51579, 5: 20.51579}","{0: 0.25, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.25, 5: 0.25}","{0: -0.05578782245285217, 1: -0.05578782245285217, 2: -0.05578782245285217, 3: -0.05578782245285217, 4: -0.05578782245285217, 5: -0.05578782245285217}"
run_779,DONE,png-large-high-30, , ,"{0: '2023-10-05 15:49:13', 1: '2023-10-05 15:49:14', 2: '2023-10-05 15:49:15', 3: '2023-10-05 15:49:16', 4: '2023-10-05 15:49:17', 5: '2023-10-05 15:49:18', 6: '2023-10-05 15:49:19'}","{0: 0.25, 1: 0.25, 2: 0.25, 3: 0.255, 4: 0.2875, 5: 0.415, 6: 0.25}","{0: 3.4193, 1: 3.4193, 2: 3.4193, 3: 3.44197, 4: 3.58934, 5: 4.16748, 6: 3.4193}","{0: 3.4193, 1: 3.4193, 2: 3.4193, 3: 3.44197, 4: 3.58934, 5: 4.16748, 6: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}","{0: 1.0000022907169444, 1: 1.0000022907169444, 2: 1.0000022907169444, 3: 1.0000022907169444, 4: 1.0000022907169444, 5: 1.0000022907169444, 6: 1.0000022907169444}","{0: 6.0, 1: 6.0, 2: 6.0, 3: 6.0, 4: 6.0, 5: 6.0, 6: 6.0}","{0: 0.0478515625, 1: 0.0478515625, 2: 0.0478515625, 3: 0.0478515625, 4: 0.0478515625, 5: 0.0478515625, 6: 0.0478515625}","{0: 24.875989999999998, 1: 24.875989999999998, 2: 24.875989999999998, 3: 24.875989999999998, 4: 24.875989999999998, 5: 24.875989999999998, 6: 24.875989999999998}","{0: 0.27964285714285714, 1: 0.27964285714285714, 2: 0.27964285714285714, 3: 0.27964285714285714, 4: 0.27964285714285714, 5: 0.27964285714285714, 6: 0.27964285714285714}","{0: 0.006878789491198014, 1: 0.006878789491198014, 2: 0.006878789491198014, 3: 0.006878789491198014, 4: 0.006878789491198014, 5: 0.006878789491198014, 6: 0.006878789491198014}"
run_780,DONE,png-large-high-31, , ,"{0: '2023-10-05 15:49:22', 1: '2023-10-05 15:49:23', 2: '2023-10-05 15:49:24', 3: '2023-10-05 15:49:25', 4: '2023-10-05 15:49:26', 5: '2023-10-05 15:49:27'}","{0: 0.24755, 1: 0.2575, 2: 0.2475, 3: 0.25, 4: 0.3875, 5: 0.265}","{0: 3.40819, 1: 3.45331, 2: 3.40796, 3: 3.4193, 4: 4.04278, 5: 3.48732}","{0: 3.40819, 1: 3.45331, 2: 3.40796, 3: 3.4193, 4: 4.04278, 5: 3.48732}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}","{0: 1.0000899266528653, 1: 1.0000899266528653, 2: 1.0000899266528653, 3: 1.0000899266528653, 4: 1.0000899266528653, 5: 1.0000899266528653}","{0: 5.0, 1: 5.0, 2: 5.0, 3: 5.0, 4: 5.0, 5: 5.0}","{0: 1.7822265625, 1: 1.7822265625, 2: 1.7822265625, 3: 1.7822265625, 4: 1.7822265625, 5: 1.7822265625}","{0: 21.21886, 1: 21.21886, 2: 21.21886, 3: 21.21886, 4: 21.21886, 5: 21.21886}","{0: 0.2758416666666667, 1: 0.2758416666666667, 2: 0.2758416666666667, 3: 0.2758416666666667, 4: 0.2758416666666667, 5: 0.2758416666666667}","{0: 0.3044955825849406, 1: 0.3044955825849406, 2: 0.3044955825849406, 3: 0.3044955825849406, 4: 0.3044955825849406, 5: 0.3044955825849406}"
run_781,DONE,png-large-high-32, , ,"{0: '2023-10-05 15:49:30', 1: '2023-10-05 15:49:31', 2: '2023-10-05 15:49:32', 3: '2023-10-05 15:49:33', 4: '2023-10-05 15:49:34', 5: '2023-10-05 15:49:35'}","{0: 0.2525, 1: 0.2675, 2: 0.25, 3: 0.25, 4: 0.25, 5: 0.25}","{0: 3.43064, 1: 3.49865, 2: 3.4193, 3: 3.4193, 4: 3.4193, 5: 3.4193}","{0: 3.43064, 1: 3.49865, 2: 3.4193, 3: 3.4193, 4: 3.4193, 5: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}","{0: 1.0001022620383144, 1: 1.0001022620383144, 2: 1.0001022620383144, 3: 1.0001022620383144, 4: 1.0001022620383144, 5: 1.0001022620383144}","{0: 5.0, 1: 5.0, 2: 5.0, 3: 5.0, 4: 5.0, 5: 5.0}","{0: 1.970703125, 1: 1.970703125, 2: 1.970703125, 3: 1.970703125, 4: 1.970703125, 5: 1.970703125}","{0: 20.60649, 1: 20.60649, 2: 20.60649, 3: 20.60649, 4: 20.60649, 5: 20.60649}","{0: 0.25333333333333335, 1: 0.25333333333333335, 2: 0.25333333333333335, 3: 0.25333333333333335, 4: 0.25333333333333335, 5: 0.25333333333333335}","{0: 0.3775068574461121, 1: 0.3775068574461121, 2: 0.3775068574461121, 3: 0.3775068574461121, 4: 0.3775068574461121, 5: 0.3775068574461121}"
run_782,DONE,png-large-high-33, , ,"{0: '2023-10-05 15:49:38', 1: '2023-10-05 15:49:39', 2: '2023-10-05 15:49:40', 3: '2023-10-05 15:49:41', 4: '2023-10-05 15:49:42', 5: '2023-10-05 15:49:43', 6: '2023-10-05 15:49:44'}","{0: 0.25, 1: 0.25, 2: 0.25, 3: 0.2525, 4: 0.25, 5: 0.25, 6: 0.25}","{0: 3.4193, 1: 3.4193, 2: 3.4193, 3: 3.43064, 4: 3.4193, 5: 3.4193, 6: 3.4193}","{0: 3.4193, 1: 3.4193, 2: 3.4193, 3: 3.43064, 4: 3.4193, 5: 3.4193, 6: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}","{0: 1.0000518659385536, 1: 1.0000518659385536, 2: 1.0000518659385536, 3: 1.0000518659385536, 4: 1.0000518659385536, 5: 1.0000518659385536, 6: 1.0000518659385536}","{0: 6.0, 1: 6.0, 2: 6.0, 3: 6.0, 4: 6.0, 5: 6.0, 6: 6.0}","{0: 1.0927734375, 1: 1.0927734375, 2: 1.0927734375, 3: 1.0927734375, 4: 1.0927734375, 5: 1.0927734375, 6: 1.0927734375}","{0: 23.94644, 1: 23.94644, 2: 23.94644, 3: 23.94644, 4: 23.94644, 5: 23.94644, 6: 23.94644}","{0: 0.25035714285714283, 1: 0.25035714285714283, 2: 0.25035714285714283, 3: 0.25035714285714283, 4: 0.25035714285714283, 5: 0.25035714285714283, 6: 0.25035714285714283}","{0: 0.18227587224786226, 1: 0.18227587224786226, 2: 0.18227587224786226, 3: 0.18227587224786226, 4: 0.18227587224786226, 5: 0.18227587224786226, 6: 0.18227587224786226}"
run_783,DONE,png-large-high-34, , ,"{0: '2023-10-05 15:49:47', 1: '2023-10-05 15:49:48', 2: '2023-10-05 15:49:49', 3: '2023-10-05 15:49:50', 4: '2023-10-05 15:49:51', 5: '2023-10-05 15:49:52', 6: '2023-10-05 15:49:53'}","{0: 0.2525, 1: 0.2475, 2: 0.2525, 3: 0.25, 4: 0.25, 5: 0.25, 6: 0.2525}","{0: 3.43064, 1: 3.40796, 2: 3.43064, 3: 3.4193, 4: 3.4193, 5: 3.4193, 6: 3.43064}","{0: 3.43064, 1: 3.40796, 2: 3.43064, 3: 3.4193, 4: 3.4193, 5: 3.4193, 6: 3.43064}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}","{0: 0.9999607671499781, 1: 0.9999607671499781, 2: 0.9999607671499781, 3: 0.9999607671499781, 4: 0.9999607671499781, 5: 0.9999607671499781, 6: 0.9999607671499781}","{0: 6.0, 1: 6.0, 2: 6.0, 3: 6.0, 4: 6.0, 5: 6.0, 6: 6.0}","{0: -0.8271484375, 1: -0.8271484375, 2: -0.8271484375, 3: -0.8271484375, 4: -0.8271484375, 5: -0.8271484375, 6: -0.8271484375}","{0: 23.95778, 1: 23.95778, 2: 23.95778, 3: 23.95778, 4: 23.95778, 5: 23.95778, 6: 23.95778}","{0: 0.2507142857142857, 1: 0.2507142857142857, 2: 0.2507142857142857, 3: 0.2507142857142857, 4: 0.2507142857142857, 5: 0.2507142857142857, 6: 0.2507142857142857}","{0: -0.13770756543302665, 1: -0.13770756543302665, 2: -0.13770756543302665, 3: -0.13770756543302665, 4: -0.13770756543302665, 5: -0.13770756543302665, 6: -0.13770756543302665}"
run_784,DONE,png-large-high-35, , ,"{0: '2023-10-05 15:49:55', 1: '2023-10-05 15:49:56', 2: '2023-10-05 15:49:57', 3: '2023-10-05 15:49:58', 4: '2023-10-05 15:49:59', 5: '2023-10-05 15:50:00', 6: '2023-10-05 15:50:01'}","{0: 0.255, 1: 0.24755, 2: 0.2525, 3: 0.25, 4: 0.25, 5: 0.2525, 6: 0.255}","{0: 3.44197, 1: 3.40819, 2: 3.43064, 3: 3.4193, 4: 3.4193, 5: 3.43064, 6: 3.44197}","{0: 3.44197, 1: 3.40819, 2: 3.43064, 3: 3.4193, 4: 3.4193, 5: 3.43064, 6: 3.44197}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}","{0: 1.0001357862811766, 1: 1.0001357862811766, 2: 1.0001357862811766, 3: 1.0001357862811766, 4: 1.0001357862811766, 5: 1.0001357862811766, 6: 1.0001357862811766}","{0: 6.0, 1: 6.0, 2: 6.0, 3: 6.0, 4: 6.0, 5: 6.0, 6: 6.0}","{0: 3.01953125, 1: 3.01953125, 2: 3.01953125, 3: 3.01953125, 4: 3.01953125, 5: 3.01953125, 6: 3.01953125}","{0: 23.99201, 1: 23.99201, 2: 23.99201, 3: 23.99201, 4: 23.99201, 5: 23.99201, 6: 23.99201}","{0: 0.25179285714285715, 1: 0.25179285714285715, 2: 0.25179285714285715, 3: 0.25179285714285715, 4: 0.25179285714285715, 5: 0.25179285714285715, 6: 0.25179285714285715}","{0: 0.49983825185544034, 1: 0.49983825185544034, 2: 0.49983825185544034, 3: 0.49983825185544034, 4: 0.49983825185544034, 5: 0.49983825185544034, 6: 0.49983825185544034}"
run_785,DONE,png-large-high-36, , ,"{0: '2023-10-05 15:50:04', 1: '2023-10-05 15:50:05', 2: '2023-10-05 15:50:06', 3: '2023-10-05 15:50:07', 4: '2023-10-05 15:50:08', 5: '2023-10-05 15:50:09', 6: '2023-10-05 15:50:10'}","{0: 0.2525, 1: 0.25, 2: 0.25, 3: 0.2475, 4: 0.25, 5: 0.25, 6: 0.25}","{0: 3.43064, 1: 3.4193, 2: 3.4193, 3: 3.40796, 4: 3.4193, 5: 3.4193, 6: 3.4193}","{0: 3.43064, 1: 3.4193, 2: 3.4193, 3: 3.40796, 4: 3.4193, 5: 3.4193, 6: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}","{0: 1.0001582365519082, 1: 1.0001582365519082, 2: 1.0001582365519082, 3: 1.0001582365519082, 4: 1.0001582365519082, 5: 1.0001582365519082, 6: 1.0001582365519082}","{0: 6.0, 1: 6.0, 2: 6.0, 3: 6.0, 4: 6.0, 5: 6.0, 6: 6.0}","{0: 3.2783203125, 1: 3.2783203125, 2: 3.2783203125, 3: 3.2783203125, 4: 3.2783203125, 5: 3.2783203125, 6: 3.2783203125}","{0: 23.9351, 1: 23.9351, 2: 23.9351, 3: 23.9351, 4: 23.9351, 5: 23.9351, 6: 23.9351}","{0: 0.25, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.25, 5: 0.25, 6: 0.25}","{0: 0.5478682457980122, 1: 0.5478682457980122, 2: 0.5478682457980122, 3: 0.5478682457980122, 4: 0.5478682457980122, 5: 0.5478682457980122, 6: 0.5478682457980122}"
run_786,DONE,png-large-high-37, , ,"{0: '2023-10-05 15:50:13', 1: '2023-10-05 15:50:14', 2: '2023-10-05 15:50:15', 3: '2023-10-05 15:50:16', 4: '2023-10-05 15:50:17', 5: '2023-10-05 15:50:18', 6: '2023-10-05 15:50:19'}","{0: 0.255, 1: 0.2525, 2: 0.2475, 3: 0.2525, 4: 0.3825, 5: 0.3025, 6: 0.25}","{0: 3.44197, 1: 3.43064, 2: 3.40796, 3: 3.43064, 4: 4.02011, 5: 3.65736, 6: 3.4193}","{0: 3.44197, 1: 3.43064, 2: 3.40796, 3: 3.43064, 4: 4.02011, 5: 3.65736, 6: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}","{0: 1.0000900047052281, 1: 1.0000900047052281, 2: 1.0000900047052281, 3: 1.0000900047052281, 4: 1.0000900047052281, 5: 1.0000900047052281, 6: 1.0000900047052281}","{0: 6.0, 1: 6.0, 2: 6.0, 3: 6.0, 4: 6.0, 5: 6.0, 6: 6.0}","{0: 1.9208984375, 1: 1.9208984375, 2: 1.9208984375, 3: 1.9208984375, 4: 1.9208984375, 5: 1.9208984375, 6: 1.9208984375}","{0: 24.80798, 1: 24.80798, 2: 24.80798, 3: 24.80798, 4: 24.80798, 5: 24.80798, 6: 24.80798}","{0: 0.2775, 1: 0.2775, 2: 0.2775, 3: 0.2775, 4: 0.2775, 5: 0.2775, 6: 0.2775}","{0: 0.2790294305111311, 1: 0.2790294305111311, 2: 0.2790294305111311, 3: 0.2790294305111311, 4: 0.2790294305111311, 5: 0.2790294305111311, 6: 0.2790294305111311}"
run_787,DONE,png-large-high-38, , ,"{0: '2023-10-05 15:50:22', 1: '2023-10-05 15:50:23', 2: '2023-10-05 15:50:24', 3: '2023-10-05 15:50:25', 4: '2023-10-05 15:50:26', 5: '2023-10-05 15:50:27', 6: '2023-10-05 15:50:28', 7: '2023-10-05 15:50:29'}","{0: 0.25, 1: 0.2551, 2: 0.24755, 3: 0.27551, 4: 0.3725, 5: 0.25, 6: 0.25, 7: 0.255}","{0: 3.4193, 1: 3.44243, 2: 3.40819, 3: 3.53497, 4: 3.97477, 5: 3.4193, 6: 3.4193, 7: 3.44197}","{0: 3.4193, 1: 3.44243, 2: 3.40819, 3: 3.53497, 4: 3.97477, 5: 3.4193, 6: 3.4193, 7: 3.44197}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}","{0: 1.0000458397167793, 1: 1.0000458397167793, 2: 1.0000458397167793, 3: 1.0000458397167793, 4: 1.0000458397167793, 5: 1.0000458397167793, 6: 1.0000458397167793, 7: 1.0000458397167793}","{0: 7.0, 1: 7.0, 2: 7.0, 3: 7.0, 4: 7.0, 5: 7.0, 6: 7.0, 7: 7.0}","{0: 1.068359375, 1: 1.068359375, 2: 1.068359375, 3: 1.068359375, 4: 1.068359375, 5: 1.068359375, 6: 1.068359375, 7: 1.068359375}","{0: 28.060229999999997, 1: 28.060229999999997, 2: 28.060229999999997, 3: 28.060229999999997, 4: 28.060229999999997, 5: 28.060229999999997, 6: 28.060229999999997, 7: 28.060229999999997}","{0: 0.2694575, 1: 0.2694575, 2: 0.2694575, 3: 0.2694575, 4: 0.2694575, 5: 0.2694575, 6: 0.2694575, 7: 0.2694575}","{0: 0.1412979505748587, 1: 0.1412979505748587, 2: 0.1412979505748587, 3: 0.1412979505748587, 4: 0.1412979505748587, 5: 0.1412979505748587, 6: 0.1412979505748587, 7: 0.1412979505748587}"
run_788,DONE,png-large-high-39, , ,"{0: '2023-10-05 15:50:32', 1: '2023-10-05 15:50:33', 2: '2023-10-05 15:50:34', 3: '2023-10-05 15:50:35', 4: '2023-10-05 15:50:36', 5: '2023-10-05 15:50:37', 6: '2023-10-05 15:50:38'}","{0: 0.2525, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.2525, 5: 0.25, 6: 0.25}","{0: 3.43064, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.43064, 5: 3.4193, 6: 3.4193}","{0: 3.43064, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.43064, 5: 3.4193, 6: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}","{0: 1.0001160764635026, 1: 1.0001160764635026, 2: 1.0001160764635026, 3: 1.0001160764635026, 4: 1.0001160764635026, 5: 1.0001160764635026, 6: 1.0001160764635026}","{0: 6.0, 1: 6.0, 2: 6.0, 3: 6.0, 4: 6.0, 5: 6.0, 6: 6.0}","{0: 2.5947265625, 1: 2.5947265625, 2: 2.5947265625, 3: 2.5947265625, 4: 2.5947265625, 5: 2.5947265625, 6: 2.5947265625}","{0: 23.95778, 1: 23.95778, 2: 23.95778, 3: 23.95778, 4: 23.95778, 5: 23.95778, 6: 23.95778}","{0: 0.2507142857142857, 1: 0.2507142857142857, 2: 0.2507142857142857, 3: 0.2507142857142857, 4: 0.2507142857142857, 5: 0.2507142857142857, 6: 0.2507142857142857}","{0: 0.4319822920372512, 1: 0.4319822920372512, 2: 0.4319822920372512, 3: 0.4319822920372512, 4: 0.4319822920372512, 5: 0.4319822920372512, 6: 0.4319822920372512}"
run_789,DONE,png-large-high-40, , ,"{0: '2023-10-05 15:50:41', 1: '2023-10-05 15:50:42', 2: '2023-10-05 15:50:43', 3: '2023-10-05 15:50:44', 4: '2023-10-05 15:50:45', 5: '2023-10-05 15:50:46', 6: '2023-10-05 15:50:47'}","{0: 0.2525, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.2525, 5: 0.25, 6: 0.25}","{0: 3.43064, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.43064, 5: 3.4193, 6: 3.4193}","{0: 3.43064, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.43064, 5: 3.4193, 6: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}","{0: 1.000100199520493, 1: 1.000100199520493, 2: 1.000100199520493, 3: 1.000100199520493, 4: 1.000100199520493, 5: 1.000100199520493, 6: 1.000100199520493}","{0: 6.0, 1: 6.0, 2: 6.0, 3: 6.0, 4: 6.0, 5: 6.0, 6: 6.0}","{0: 2.171875, 1: 2.171875, 2: 2.171875, 3: 2.171875, 4: 2.171875, 5: 2.171875, 6: 2.171875}","{0: 23.95778, 1: 23.95778, 2: 23.95778, 3: 23.95778, 4: 23.95778, 5: 23.95778, 6: 23.95778}","{0: 0.2507142857142857, 1: 0.2507142857142857, 2: 0.2507142857142857, 3: 0.2507142857142857, 4: 0.2507142857142857, 5: 0.2507142857142857, 6: 0.2507142857142857}","{0: 0.3615839734628704, 1: 0.3615839734628704, 2: 0.3615839734628704, 3: 0.3615839734628704, 4: 0.3615839734628704, 5: 0.3615839734628704, 6: 0.3615839734628704}"
run_790,DONE,png-large-high-41, , ,"{0: '2023-10-05 15:50:50', 1: '2023-10-05 15:50:51', 2: '2023-10-05 15:50:52', 3: '2023-10-05 15:50:53', 4: '2023-10-05 15:50:54', 5: '2023-10-05 15:50:55'}","{0: 0.2525, 1: 0.21809, 2: 0.25, 3: 0.25, 4: 0.25, 5: 0.2525}","{0: 3.43064, 1: 3.27458, 2: 3.4193, 3: 3.4193, 4: 3.4193, 5: 3.43064}","{0: 3.43064, 1: 3.27458, 2: 3.4193, 3: 3.4193, 4: 3.4193, 5: 3.43064}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}","{0: 1.000052540111503, 1: 1.000052540111503, 2: 1.000052540111503, 3: 1.000052540111503, 4: 1.000052540111503, 5: 1.000052540111503}","{0: 5.0, 1: 5.0, 2: 5.0, 3: 5.0, 4: 5.0, 5: 5.0}","{0: 0.9736328125, 1: 0.9736328125, 2: 0.9736328125, 3: 0.9736328125, 4: 0.9736328125, 5: 0.9736328125}","{0: 20.39376, 1: 20.39376, 2: 20.39376, 3: 20.39376, 4: 20.39376, 5: 20.39376}","{0: 0.245515, 1: 0.245515, 2: 0.245515, 3: 0.245515, 4: 0.245515, 5: 0.245515}","{0: 0.1944553367252541, 1: 0.1944553367252541, 2: 0.1944553367252541, 3: 0.1944553367252541, 4: 0.1944553367252541, 5: 0.1944553367252541}"
