__run_id,__done,data_type,avg_cpu,total_energy,,,,,,,,,,,
run_182,DONE,txt-large-high-33, , ,"{0: '2023-10-05 13:59:58', 1: '2023-10-05 13:59:59', 2: '2023-10-05 14:00:00', 3: '2023-10-05 14:00:01', 4: '2023-10-05 14:00:02', 5: '2023-10-05 14:00:03', 6: '2023-10-05 14:00:04', 7: '2023-10-05 14:00:05', 8: '2023-10-05 14:00:06', 9: '2023-10-05 14:00:07'}","{0: 0.25255, 1: 0.25, 2: 0.2475, 3: 0.2525, 4: 0.25, 5: 0.25, 6: 0.25765, 7: 0.25, 8: 0.25, 9: 0.2551}","{0: 3.43087, 1: 3.4193, 2: 3.40796, 3: 3.43064, 4: 3.4193, 5: 3.4193, 6: 3.454, 7: 3.4193, 8: 3.4193, 9: 3.44243}","{0: 3.43087, 1: 3.4193, 2: 3.40796, 3: 3.43064, 4: 3.4193, 5: 3.4193, 6: 3.454, 7: 3.4193, 8: 3.4193, 9: 3.44243}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}","{0: 1.6556228828946795, 1: 1.6556228828946795, 2: 1.6556228828946795, 3: 1.6556228828946795, 4: 1.6556228828946795, 5: 1.6556228828946795, 6: 1.6556228828946795, 7: 1.6556228828946795, 8: 1.6556228828946795, 9: 1.6556228828946795}","{0: 9.0, 1: 9.0, 2: 9.0, 3: 9.0, 4: 9.0, 5: 9.0, 6: 9.0, 7: 9.0, 8: 9.0, 9: 9.0}","{0: 14884.0185546875, 1: 14884.0185546875, 2: 14884.0185546875, 3: 14884.0185546875, 4: 14884.0185546875, 5: 14884.0185546875, 6: 14884.0185546875, 7: 14884.0185546875, 8: 14884.0185546875, 9: 14884.0185546875}","{0: 34.2624, 1: 34.2624, 2: 34.2624, 3: 34.2624, 4: 34.2624, 5: 34.2624, 6: 34.2624, 7: 34.2624, 8: 34.2624, 9: 34.2624}","{0: 0.25153000000000003, 1: 0.25153000000000003, 2: 0.25153000000000003, 3: 0.25153000000000003, 4: 0.25153000000000003, 5: 0.25153000000000003, 6: 0.25153000000000003, 7: 0.25153000000000003, 8: 0.25153000000000003, 9: 0.25153000000000003}","{0: 1727.080699792378, 1: 1727.080699792378, 2: 1727.080699792378, 3: 1727.080699792378, 4: 1727.080699792378, 5: 1727.080699792378, 6: 1727.080699792378, 7: 1727.080699792378, 8: 1727.080699792378, 9: 1727.080699792378}"
run_183,DONE,txt-large-high-34, , ,"{0: '2023-10-05 14:00:10', 1: '2023-10-05 14:00:11', 2: '2023-10-05 14:00:12', 3: '2023-10-05 14:00:13', 4: '2023-10-05 14:00:14', 5: '2023-10-05 14:00:15', 6: '2023-10-05 14:00:16', 7: '2023-10-05 14:00:17', 8: '2023-10-05 14:00:18', 9: '2023-10-05 14:00:19', 10: '2023-10-05 14:00:20', 11: '2023-10-05 14:00:21'}","{0: 0.25, 1: 0.25, 2: 0.25, 3: 0.245, 4: 0.2525, 5: 0.25, 6: 0.25, 7: 0.3525, 8: 0.335, 9: 0.25, 10: 0.39541, 11: 0.2525}","{0: 3.4193, 1: 3.4193, 2: 3.4193, 3: 3.39663, 4: 3.43064, 5: 3.4193, 6: 3.4193, 7: 3.88408, 8: 3.80473, 9: 3.4193, 10: 4.07864, 11: 3.43064}","{0: 3.4193, 1: 3.4193, 2: 3.4193, 3: 3.39663, 4: 3.43064, 5: 3.4193, 6: 3.4193, 7: 3.88408, 8: 3.80473, 9: 3.4193, 10: 4.07864, 11: 3.43064}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0}","{0: 1.6741507757611582, 1: 1.6741507757611582, 2: 1.6741507757611582, 3: 1.6741507757611582, 4: 1.6741507757611582, 5: 1.6741507757611582, 6: 1.6741507757611582, 7: 1.6741507757611582, 8: 1.6741507757611582, 9: 1.6741507757611582, 10: 1.6741507757611582, 11: 1.6741507757611582}","{0: 11.0, 1: 11.0, 2: 11.0, 3: 11.0, 4: 11.0, 5: 11.0, 6: 11.0, 7: 11.0, 8: 11.0, 9: 11.0, 10: 11.0, 11: 11.0}","{0: 18343.3759765625, 1: 18343.3759765625, 2: 18343.3759765625, 3: 18343.3759765625, 4: 18343.3759765625, 5: 18343.3759765625, 6: 18343.3759765625, 7: 18343.3759765625, 8: 18343.3759765625, 9: 18343.3759765625, 10: 18343.3759765625, 11: 18343.3759765625}","{0: 42.54116, 1: 42.54116, 2: 42.54116, 3: 42.54116, 4: 42.54116, 5: 42.54116, 6: 42.54116, 7: 42.54116, 8: 42.54116, 9: 42.54116, 10: 42.54116, 11: 42.54116}","{0: 0.2777425, 1: 0.2777425, 2: 0.2777425, 3: 0.2777425, 4: 0.2777425, 5: 0.2777425, 6: 0.2777425, 7: 0.2777425, 8: 0.2777425, 9: 0.2777425, 10: 0.2777425, 11: 0.2777425}","{0: 1552.4856673479023, 1: 1552.4856673479023, 2: 1552.4856673479023, 3: 1552.4856673479023, 4: 1552.4856673479023, 5: 1552.4856673479023, 6: 1552.4856673479023, 7: 1552.4856673479023, 8: 1552.4856673479023, 9: 1552.4856673479023, 10: 1552.4856673479023, 11: 1552.4856673479023}"
run_184,DONE,txt-large-high-35, , ,"{0: '2023-10-05 14:00:24', 1: '2023-10-05 14:00:25', 2: '2023-10-05 14:00:26', 3: '2023-10-05 14:00:27', 4: '2023-10-05 14:00:28', 5: '2023-10-05 14:00:29', 6: '2023-10-05 14:00:30', 7: '2023-10-05 14:00:31', 8: '2023-10-05 14:00:32', 9: '2023-10-05 14:00:33'}","{0: 0.25255, 1: 0.25255, 2: 0.4025, 3: 0.25, 4: 0.25, 5: 0.2525, 6: 0.25765, 7: 0.24755, 8: 0.27041, 9: 0.25}","{0: 3.43087, 1: 3.43087, 2: 4.1108, 3: 3.4193, 4: 3.4193, 5: 3.43064, 6: 3.454, 7: 3.40819, 8: 3.51184, 9: 3.4193}","{0: 3.43087, 1: 3.43087, 2: 4.1108, 3: 3.4193, 4: 3.4193, 5: 3.43064, 6: 3.454, 7: 3.40819, 8: 3.51184, 9: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}","{0: 1.6898632406080742, 1: 1.6898632406080742, 2: 1.6898632406080742, 3: 1.6898632406080742, 4: 1.6898632406080742, 5: 1.6898632406080742, 6: 1.6898632406080742, 7: 1.6898632406080742, 8: 1.6898632406080742, 9: 1.6898632406080742}","{0: 9.0, 1: 9.0, 2: 9.0, 3: 9.0, 4: 9.0, 5: 9.0, 6: 9.0, 7: 9.0, 8: 9.0, 9: 9.0}","{0: 15474.6005859375, 1: 15474.6005859375, 2: 15474.6005859375, 3: 15474.6005859375, 4: 15474.6005859375, 5: 15474.6005859375, 6: 15474.6005859375, 7: 15474.6005859375, 8: 15474.6005859375, 9: 15474.6005859375}","{0: 35.03511, 1: 35.03511, 2: 35.03511, 3: 35.03511, 4: 35.03511, 5: 35.03511, 6: 35.03511, 7: 35.03511, 8: 35.03511, 9: 35.03511}","{0: 0.268571, 1: 0.268571, 2: 0.268571, 3: 0.268571, 4: 0.268571, 5: 0.268571, 6: 0.268571, 7: 0.268571, 8: 0.268571, 9: 0.268571}","{0: 1644.5869761823687, 1: 1644.5869761823687, 2: 1644.5869761823687, 3: 1644.5869761823687, 4: 1644.5869761823687, 5: 1644.5869761823687, 6: 1644.5869761823687, 7: 1644.5869761823687, 8: 1644.5869761823687, 9: 1644.5869761823687}"
run_185,DONE,txt-large-high-36, , ,"{0: '2023-10-05 14:00:35', 1: '2023-10-05 14:00:36', 2: '2023-10-05 14:00:37', 3: '2023-10-05 14:00:38', 4: '2023-10-05 14:00:39', 5: '2023-10-05 14:00:40', 6: '2023-10-05 14:00:41', 7: '2023-10-05 14:00:42', 8: '2023-10-05 14:00:43'}","{0: 0.25, 1: 0.2475, 2: 0.2525, 3: 0.25, 4: 0.2475, 5: 0.2525, 6: 0.25, 7: 0.25, 8: 0.25}","{0: 3.4193, 1: 3.40796, 2: 3.43064, 3: 3.4193, 4: 3.40796, 5: 3.43064, 6: 3.4193, 7: 3.4193, 8: 3.4193}","{0: 3.4193, 1: 3.40796, 2: 3.43064, 3: 3.4193, 4: 3.40796, 5: 3.43064, 6: 3.4193, 7: 3.4193, 8: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}","{0: 1.687991559315134, 1: 1.687991559315134, 2: 1.687991559315134, 3: 1.687991559315134, 4: 1.687991559315134, 5: 1.687991559315134, 6: 1.687991559315134, 7: 1.687991559315134, 8: 1.687991559315134}","{0: 8.0, 1: 8.0, 2: 8.0, 3: 8.0, 4: 8.0, 5: 8.0, 6: 8.0, 7: 8.0, 8: 8.0}","{0: 13278.9580078125, 1: 13278.9580078125, 2: 13278.9580078125, 3: 13278.9580078125, 4: 13278.9580078125, 5: 13278.9580078125, 6: 13278.9580078125, 7: 13278.9580078125, 8: 13278.9580078125}","{0: 30.773699999999998, 1: 30.773699999999998, 2: 30.773699999999998, 3: 30.773699999999998, 4: 30.773699999999998, 5: 30.773699999999998, 6: 30.773699999999998, 7: 30.773699999999998, 8: 30.773699999999998}","{0: 0.25, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.25, 5: 0.25, 6: 0.25, 7: 0.25, 8: 0.25}","{0: 1726.0138375057275, 1: 1726.0138375057275, 2: 1726.0138375057275, 3: 1726.0138375057275, 4: 1726.0138375057275, 5: 1726.0138375057275, 6: 1726.0138375057275, 7: 1726.0138375057275, 8: 1726.0138375057275}"
run_186,DONE,txt-large-high-37, , ,"{0: '2023-10-05 14:00:45', 1: '2023-10-05 14:00:46', 2: '2023-10-05 14:00:47', 3: '2023-10-05 14:00:48', 4: '2023-10-05 14:00:49', 5: '2023-10-05 14:00:50', 6: '2023-10-05 14:00:51', 7: '2023-10-05 14:00:52', 8: '2023-10-05 14:00:53', 9: '2023-10-05 14:00:54'}","{0: 0.2475, 1: 0.25, 2: 0.2525, 3: 0.25, 4: 0.25, 5: 0.25, 6: 0.25, 7: 0.25, 8: 0.25, 9: 0.25}","{0: 3.40796, 1: 3.4193, 2: 3.43064, 3: 3.4193, 4: 3.4193, 5: 3.4193, 6: 3.4193, 7: 3.4193, 8: 3.4193, 9: 3.4193}","{0: 3.40796, 1: 3.4193, 2: 3.43064, 3: 3.4193, 4: 3.4193, 5: 3.4193, 6: 3.4193, 7: 3.4193, 8: 3.4193, 9: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}","{0: 1.673720524865599, 1: 1.673720524865599, 2: 1.673720524865599, 3: 1.673720524865599, 4: 1.673720524865599, 5: 1.673720524865599, 6: 1.673720524865599, 7: 1.673720524865599, 8: 1.673720524865599, 9: 1.673720524865599}","{0: 9.0, 1: 9.0, 2: 9.0, 3: 9.0, 4: 9.0, 5: 9.0, 6: 9.0, 7: 9.0, 8: 9.0, 9: 9.0}","{0: 15372.533203125, 1: 15372.533203125, 2: 15372.533203125, 3: 15372.533203125, 4: 15372.533203125, 5: 15372.533203125, 6: 15372.533203125, 7: 15372.533203125, 8: 15372.533203125, 9: 15372.533203125}","{0: 34.193, 1: 34.193, 2: 34.193, 3: 34.193, 4: 34.193, 5: 34.193, 6: 34.193, 7: 34.193, 8: 34.193, 9: 34.193}","{0: 0.25, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.25, 5: 0.25, 6: 0.25, 7: 0.25, 8: 0.25, 9: 0.25}","{0: 1798.3251780335158, 1: 1798.3251780335158, 2: 1798.3251780335158, 3: 1798.3251780335158, 4: 1798.3251780335158, 5: 1798.3251780335158, 6: 1798.3251780335158, 7: 1798.3251780335158, 8: 1798.3251780335158, 9: 1798.3251780335158}"
run_187,DONE,txt-large-high-38, , ,"{0: '2023-10-05 14:00:57', 1: '2023-10-05 14:00:58', 2: '2023-10-05 14:00:59', 3: '2023-10-05 14:01:00', 4: '2023-10-05 14:01:01', 5: '2023-10-05 14:01:02', 6: '2023-10-05 14:01:03', 7: '2023-10-05 14:01:04', 8: '2023-10-05 14:01:05', 9: '2023-10-05 14:01:06'}","{0: 0.2449, 1: 0.2425, 2: 0.18466, 3: 0.2475, 4: 0.2525, 5: 0.25, 6: 0.2551, 7: 0.25, 8: 0.25, 9: 0.25}","{0: 3.39616, 1: 3.38529, 2: 3.12302, 3: 3.40796, 4: 3.43064, 5: 3.4193, 6: 3.44243, 7: 3.4193, 8: 3.4193, 9: 3.4193}","{0: 3.39616, 1: 3.38529, 2: 3.12302, 3: 3.40796, 4: 3.43064, 5: 3.4193, 6: 3.44243, 7: 3.4193, 8: 3.4193, 9: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}","{0: 1.683183285287478, 1: 1.683183285287478, 2: 1.683183285287478, 3: 1.683183285287478, 4: 1.683183285287478, 5: 1.683183285287478, 6: 1.683183285287478, 7: 1.683183285287478, 8: 1.683183285287478, 9: 1.683183285287478}","{0: 9.0, 1: 9.0, 2: 9.0, 3: 9.0, 4: 9.0, 5: 9.0, 6: 9.0, 7: 9.0, 8: 9.0, 9: 9.0}","{0: 14373.3056640625, 1: 14373.3056640625, 2: 14373.3056640625, 3: 14373.3056640625, 4: 14373.3056640625, 5: 14373.3056640625, 6: 14373.3056640625, 7: 14373.3056640625, 8: 14373.3056640625, 9: 14373.3056640625}","{0: 33.8627, 1: 33.8627, 2: 33.8627, 3: 33.8627, 4: 33.8627, 5: 33.8627, 6: 33.8627, 7: 33.8627, 8: 33.8627, 9: 33.8627}","{0: 0.242716, 1: 0.242716, 2: 0.242716, 3: 0.242716, 4: 0.242716, 5: 0.242716, 6: 0.242716, 7: 0.242716, 8: 0.242716, 9: 0.242716}","{0: 1748.786017050897, 1: 1748.786017050897, 2: 1748.786017050897, 3: 1748.786017050897, 4: 1748.786017050897, 5: 1748.786017050897, 6: 1748.786017050897, 7: 1748.786017050897, 8: 1748.786017050897, 9: 1748.786017050897}"
run_188,DONE,txt-large-high-39, , ,"{0: '2023-10-05 14:01:08', 1: '2023-10-05 14:01:09', 2: '2023-10-05 14:01:10', 3: '2023-10-05 14:01:11', 4: '2023-10-05 14:01:12', 5: '2023-10-05 14:01:13', 6: '2023-10-05 14:01:14', 7: '2023-10-05 14:01:15', 8: '2023-10-05 14:01:16', 9: '2023-10-05 14:01:17'}","{0: 0.2449, 1: 0.2525, 2: 0.25, 3: 0.2551, 4: 0.25, 5: 0.2525, 6: 0.25765, 7: 0.2575, 8: 0.2475, 9: 0.4375}","{0: 3.39616, 1: 3.43064, 2: 3.4193, 3: 3.44243, 4: 3.4193, 5: 3.43064, 6: 3.454, 7: 3.45331, 8: 3.40796, 9: 4.2695}","{0: 3.39616, 1: 3.43064, 2: 3.4193, 3: 3.44243, 4: 3.4193, 5: 3.43064, 6: 3.454, 7: 3.45331, 8: 3.40796, 9: 4.2695}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0}","{0: 1.6856804407278423, 1: 1.6856804407278423, 2: 1.6856804407278423, 3: 1.6856804407278423, 4: 1.6856804407278423, 5: 1.6856804407278423, 6: 1.6856804407278423, 7: 1.6856804407278423, 8: 1.6856804407278423, 9: 1.6856804407278423}","{0: 9.0, 1: 9.0, 2: 9.0, 3: 9.0, 4: 9.0, 5: 9.0, 6: 9.0, 7: 9.0, 8: 9.0, 9: 9.0}","{0: 16365.828125, 1: 16365.828125, 2: 16365.828125, 3: 16365.828125, 4: 16365.828125, 5: 16365.828125, 6: 16365.828125, 7: 16365.828125, 8: 16365.828125, 9: 16365.828125}","{0: 35.123239999999996, 1: 35.123239999999996, 2: 35.123239999999996, 3: 35.123239999999996, 4: 35.123239999999996, 5: 35.123239999999996, 6: 35.123239999999996, 7: 35.123239999999996, 8: 35.123239999999996, 9: 35.123239999999996}","{0: 0.270515, 1: 0.270515, 2: 0.270515, 3: 0.270515, 4: 0.270515, 5: 0.270515, 6: 0.270515, 7: 0.270515, 8: 0.270515, 9: 0.270515}","{0: 1722.4715719570063, 1: 1722.4715719570063, 2: 1722.4715719570063, 3: 1722.4715719570063, 4: 1722.4715719570063, 5: 1722.4715719570063, 6: 1722.4715719570063, 7: 1722.4715719570063, 8: 1722.4715719570063, 9: 1722.4715719570063}"
run_189,DONE,txt-large-high-40, , ,"{0: '2023-10-05 14:01:20', 1: '2023-10-05 14:01:21', 2: '2023-10-05 14:01:22', 3: '2023-10-05 14:01:23', 4: '2023-10-05 14:01:24', 5: '2023-10-05 14:01:25', 6: '2023-10-05 14:01:26', 7: '2023-10-05 14:01:27'}","{0: 0.29082, 1: 0.245, 2: 0.255, 3: 0.2525, 4: 0.25255, 5: 0.385, 6: 0.2625, 7: 0.25}","{0: 3.60438, 1: 3.39663, 2: 3.44197, 3: 3.43064, 4: 3.43087, 5: 4.03145, 6: 3.47598, 7: 3.4193}","{0: 3.60438, 1: 3.39663, 2: 3.44197, 3: 3.43064, 4: 3.43087, 5: 4.03145, 6: 3.47598, 7: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}","{0: 1.6927718196404928, 1: 1.6927718196404928, 2: 1.6927718196404928, 3: 1.6927718196404928, 4: 1.6927718196404928, 5: 1.6927718196404928, 6: 1.6927718196404928, 7: 1.6927718196404928}","{0: 7.0, 1: 7.0, 2: 7.0, 3: 7.0, 4: 7.0, 5: 7.0, 6: 7.0, 7: 7.0}","{0: 12953.1220703125, 1: 12953.1220703125, 2: 12953.1220703125, 3: 12953.1220703125, 4: 12953.1220703125, 5: 12953.1220703125, 6: 12953.1220703125, 7: 12953.1220703125}","{0: 28.23122, 1: 28.23122, 2: 28.23122, 3: 28.23122, 4: 28.23122, 5: 28.23122, 6: 28.23122, 7: 28.23122}","{0: 0.27417125, 1: 0.27417125, 2: 0.27417125, 3: 0.27417125, 4: 0.27417125, 5: 0.27417125, 6: 0.27417125, 7: 0.27417125}","{0: 1673.4891456932023, 1: 1673.4891456932023, 2: 1673.4891456932023, 3: 1673.4891456932023, 4: 1673.4891456932023, 5: 1673.4891456932023, 6: 1673.4891456932023, 7: 1673.4891456932023}"
run_190,DONE,txt-large-high-41, , ,"{0: '2023-10-05 14:01:30', 1: '2023-10-05 14:01:31', 2: '2023-10-05 14:01:32', 3: '2023-10-05 14:01:33', 4: '2023-10-05 14:01:34', 5: '2023-10-05 14:01:35', 6: '2023-10-05 14:01:36', 7: '2023-10-05 14:01:37', 8: '2023-10-05 14:01:38'}","{0: 0.2551, 1: 0.26786, 2: 0.255, 3: 0.25, 4: 0.2525, 5: 0.25255, 6: 0.2551, 7: 0.24755, 8: 0.2525}","{0: 3.44243, 1: 3.50027, 2: 3.44197, 3: 3.4193, 4: 3.43064, 5: 3.43087, 6: 3.44243, 7: 3.40819, 8: 3.43064}","{0: 3.44243, 1: 3.50027, 2: 3.44197, 3: 3.4193, 4: 3.43064, 5: 3.43087, 6: 3.44243, 7: 3.40819, 8: 3.43064}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}","{0: 1.6975893412976304, 1: 1.6975893412976304, 2: 1.6975893412976304, 3: 1.6975893412976304, 4: 1.6975893412976304, 5: 1.6975893412976304, 6: 1.6975893412976304, 7: 1.6975893412976304, 8: 1.6975893412976304}","{0: 8.0, 1: 8.0, 2: 8.0, 3: 8.0, 4: 8.0, 5: 8.0, 6: 8.0, 7: 8.0, 8: 8.0}","{0: 15126.5361328125, 1: 15126.5361328125, 2: 15126.5361328125, 3: 15126.5361328125, 4: 15126.5361328125, 5: 15126.5361328125, 6: 15126.5361328125, 7: 15126.5361328125, 8: 15126.5361328125}","{0: 30.94674, 1: 30.94674, 2: 30.94674, 3: 30.94674, 4: 30.94674, 5: 30.94674, 6: 30.94674, 7: 30.94674, 8: 30.94674}","{0: 0.25424, 1: 0.25424, 2: 0.25424, 3: 0.25424, 4: 0.25424, 5: 0.25424, 6: 0.25424, 7: 0.25424, 8: 0.25424}","{0: 1922.5635447741786, 1: 1922.5635447741786, 2: 1922.5635447741786, 3: 1922.5635447741786, 4: 1922.5635447741786, 5: 1922.5635447741786, 6: 1922.5635447741786, 7: 1922.5635447741786, 8: 1922.5635447741786}"
run_191,DONE,txt-large-high-42, , ,"{0: '2023-10-05 14:01:42', 1: '2023-10-05 14:01:43', 2: '2023-10-05 14:01:44', 3: '2023-10-05 14:01:45', 4: '2023-10-05 14:01:46', 5: '2023-10-05 14:01:47', 6: '2023-10-05 14:01:48', 7: '2023-10-05 14:01:49', 8: '2023-10-05 14:01:50'}","{0: 0.2475, 1: 0.2551, 2: 0.2525, 3: 0.25, 4: 0.2525, 5: 0.25, 6: 0.25, 7: 0.2475, 8: 0.255}","{0: 3.40796, 1: 3.44243, 2: 3.43064, 3: 3.4193, 4: 3.43064, 5: 3.4193, 6: 3.4193, 7: 3.40796, 8: 3.44197}","{0: 3.40796, 1: 3.44243, 2: 3.43064, 3: 3.4193, 4: 3.43064, 5: 3.4193, 6: 3.4193, 7: 3.40796, 8: 3.44197}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}","{0: 1.6707089425422714, 1: 1.6707089425422714, 2: 1.6707089425422714, 3: 1.6707089425422714, 4: 1.6707089425422714, 5: 1.6707089425422714, 6: 1.6707089425422714, 7: 1.6707089425422714, 8: 1.6707089425422714}","{0: 8.0, 1: 8.0, 2: 8.0, 3: 8.0, 4: 8.0, 5: 8.0, 6: 8.0, 7: 8.0, 8: 8.0}","{0: 14213.041015625, 1: 14213.041015625, 2: 14213.041015625, 3: 14213.041015625, 4: 14213.041015625, 5: 14213.041015625, 6: 14213.041015625, 7: 14213.041015625, 8: 14213.041015625}","{0: 30.8195, 1: 30.8195, 2: 30.8195, 3: 30.8195, 4: 30.8195, 5: 30.8195, 6: 30.8195, 7: 30.8195, 8: 30.8195}","{0: 0.2511222222222222, 1: 0.2511222222222222, 2: 0.2511222222222222, 3: 0.2511222222222222, 4: 0.2511222222222222, 5: 0.2511222222222222, 6: 0.2511222222222222, 7: 0.2511222222222222, 8: 0.2511222222222222}","{0: 1836.4380172833005, 1: 1836.4380172833005, 2: 1836.4380172833005, 3: 1836.4380172833005, 4: 1836.4380172833005, 5: 1836.4380172833005, 6: 1836.4380172833005, 7: 1836.4380172833005, 8: 1836.4380172833005}"
run_192,DONE,txt-large-high-43, , ,"{0: '2023-10-05 14:01:53', 1: '2023-10-05 14:01:54', 2: '2023-10-05 14:01:55', 3: '2023-10-05 14:01:56', 4: '2023-10-05 14:01:57', 5: '2023-10-05 14:01:58', 6: '2023-10-05 14:01:59', 7: '2023-10-05 14:02:00', 8: '2023-10-05 14:02:01'}","{0: 0.24745, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.25, 5: 0.2525, 6: 0.25, 7: 0.25255, 8: 0.2525}","{0: 3.40773, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.4193, 5: 3.43064, 6: 3.4193, 7: 3.43087, 8: 3.43064}","{0: 3.40773, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.4193, 5: 3.43064, 6: 3.4193, 7: 3.43087, 8: 3.43064}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0}","{0: 1.6878868565197633, 1: 1.6878868565197633, 2: 1.6878868565197633, 3: 1.6878868565197633, 4: 1.6878868565197633, 5: 1.6878868565197633, 6: 1.6878868565197633, 7: 1.6878868565197633, 8: 1.6878868565197633}","{0: 8.0, 1: 8.0, 2: 8.0, 3: 8.0, 4: 8.0, 5: 8.0, 6: 8.0, 7: 8.0, 8: 8.0}","{0: 14180.5517578125, 1: 14180.5517578125, 2: 14180.5517578125, 3: 14180.5517578125, 4: 14180.5517578125, 5: 14180.5517578125, 6: 14180.5517578125, 7: 14180.5517578125, 8: 14180.5517578125}","{0: 30.796380000000003, 1: 30.796380000000003, 2: 30.796380000000003, 3: 30.796380000000003, 4: 30.796380000000003, 5: 30.796380000000003, 6: 30.796380000000003, 7: 30.796380000000003, 8: 30.796380000000003}","{0: 0.25055555555555553, 1: 0.25055555555555553, 2: 0.25055555555555553, 3: 0.25055555555555553, 4: 0.25055555555555553, 5: 0.25055555555555553, 6: 0.25055555555555553, 7: 0.25055555555555553, 8: 0.25055555555555553}","{0: 1837.7626581718466, 1: 1837.7626581718466, 2: 1837.7626581718466, 3: 1837.7626581718466, 4: 1837.7626581718466, 5: 1837.7626581718466, 6: 1837.7626581718466, 7: 1837.7626581718466, 8: 1837.7626581718466}"
