,algo-format-size-repetation,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
122,huffman-png-small-low-3,1.0003964121725797,27.0,30.734375,96.60551,0.2568142857142857,1.2388060279761852
123,huffman-png-small-low-4,1.0001918160773158,14.0,8.5263671875,51.55868,0.253958,0.6511789353035716
124,huffman-png-small-low-5,1.0001756284293035,33.0,16.6923828125,117.49047,0.2580061764705882,0.5506626140793182
125,huffman-png-small-low-6,1.0001941734971742,35.0,19.95703125,124.16553999999998,0.2565597222222223,0.626478799919016
126,huffman-png-small-low-7,1.000216622173964,37.0,23.01171875,131.03825,0.2564126315789473,0.6848753841270182
127,huffman-png-small-low-8,1.0002686820076592,22.0,17.419921875,79.29572999999999,0.2562495652173913,0.8573008694145221
128,huffman-png-small-low-9,1.0002783288468329,19.0,15.46875,68.78025,0.254348,0.8842257204335872
129,huffman-png-small-low-10,1.0001462212158947,21.0,9.380859375,75.67533999999999,0.2545190909090908,0.4870436455026443
130,huffman-png-small-high-1,0.9999888675014812,43.0,-1.431640625,151.95799,0.2575620454545455,-0.0365787287383668
131,huffman-png-small-high-2,0.9999900717825956,56.0,-1.591796875,189.86371,0.2572267272727273,-0.0325933944602423
132,huffman-png-small-high-3,0.9999876105388044,36.0,-1.33984375,127.96828,0.2586678378378378,-0.040477099943998
133,huffman-png-small-high-4,0.9999946947521302,50.0,-0.732421875,170.30892000000003,0.2471065999999999,-0.017403618980342
134,huffman-png-small-high-5,0.9999874797336852,34.0,-1.3232421875,120.5273,0.255368,-0.0429919788662813
135,huffman-png-small-high-6,0.9999894966872612,50.0,-1.4853515625,170.05185,0.2612795918367347,-0.0334304642319936
136,huffman-png-small-high-7,0.9999929809428412,44.0,-0.8349609375,144.97451,0.2571616666666667,-0.0223958874749251
137,huffman-png-small-high-8,0.9999893031150126,48.0,-1.46875,161.75062999999994,0.2548968085106384,-0.0356235750022707
138,huffman-png-small-high-9,0.9999892616440008,46.0,-1.4443359375,155.53799999999995,0.2581815555555556,-0.035967188747564
139,huffman-png-small-high-10,0.999988810323553,46.0,-1.4931640625,158.08874000000003,0.2538397826086956,-0.0372089061960807
140,huffman-png-large-low-1,1.000400218657867,71.0,77.5185546875,239.30521,0.2607828985507246,1.2421510328114225
141,huffman-png-large-low-2,1.0004295980792015,80.0,92.890625,269.19246,0.2570325641025641,1.3425202496773585
142,huffman-png-large-low-3,1.0003615938126291,82.0,81.83203125,277.69137,0.2614335,1.1271967065795072
