__run_id,__done,data_type,avg_cpu,total_energy,,,,,,,,,,,
run_413,DONE,jpg-small-low-14, , ,"{0: '2023-10-06 18:31:06', 1: '2023-10-06 18:31:07', 2: '2023-10-06 18:31:08', 3: '2023-10-06 18:31:09', 4: '2023-10-06 18:31:10'}","{0: 0.22959, 1: 0.245, 2: 0.26, 3: 0.25, 4: 0.2551}","{0: 3.32676, 1: 3.39663, 2: 3.46464, 3: 3.4193, 4: 3.44243}","{0: 3.32676, 1: 3.39663, 2: 3.46464, 3: 3.4193, 4: 3.44243}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.000353615953068, 1: 1.000353615953068, 2: 1.000353615953068, 3: 1.000353615953068, 4: 1.000353615953068}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 5.1435546875, 1: 5.1435546875, 2: 5.1435546875, 3: 5.1435546875, 4: 5.1435546875}","{0: 17.04976, 1: 17.04976, 2: 17.04976, 3: 17.04976, 4: 17.04976}","{0: 0.247938, 1: 0.247938, 2: 0.247938, 3: 0.247938, 4: 0.247938}","{0: 1.216751801814321, 1: 1.216751801814321, 2: 1.216751801814321, 3: 1.216751801814321, 4: 1.216751801814321}"
run_414,DONE,jpg-small-low-15, , ,"{0: '2023-10-06 18:31:13', 1: '2023-10-06 18:31:14', 2: '2023-10-06 18:31:15', 3: '2023-10-06 18:31:16', 4: '2023-10-06 18:31:17'}","{0: 0.23958, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.255}","{0: 3.37207, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.44197}","{0: 3.37207, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.44197}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0003752952267704, 1: 1.0003752952267704, 2: 1.0003752952267704, 3: 1.0003752952267704, 4: 1.0003752952267704}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 5.35546875, 1: 5.35546875, 2: 5.35546875, 3: 5.35546875, 4: 5.35546875}","{0: 17.07194, 1: 17.07194, 2: 17.07194, 3: 17.07194, 4: 17.07194}","{0: 0.248916, 1: 0.248916, 2: 0.248916, 3: 0.248916, 4: 0.248916}","{0: 1.260264782700441, 1: 1.260264782700441, 2: 1.260264782700441, 3: 1.260264782700441, 4: 1.260264782700441}"
run_415,DONE,jpg-small-low-16, , ,"{0: '2023-10-06 18:31:20', 1: '2023-10-06 18:31:21', 2: '2023-10-06 18:31:22', 3: '2023-10-06 18:31:23', 4: '2023-10-06 18:31:24'}","{0: 0.22959, 1: 0.25, 2: 0.2551, 3: 0.25, 4: 0.25}","{0: 3.32676, 1: 3.4193, 2: 3.44243, 3: 3.4193, 4: 3.4193}","{0: 3.32676, 1: 3.4193, 2: 3.44243, 3: 3.4193, 4: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.000356136053481, 1: 1.000356136053481, 2: 1.000356136053481, 3: 1.000356136053481, 4: 1.000356136053481}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 4.828125, 1: 4.828125, 2: 4.828125, 3: 4.828125, 4: 4.828125}","{0: 17.02709, 1: 17.02709, 2: 17.02709, 3: 17.02709, 4: 17.02709}","{0: 0.24693800000000002, 1: 0.24693800000000002, 2: 0.24693800000000002, 3: 0.24693800000000002, 4: 0.24693800000000002}","{0: 1.1482862050951643, 1: 1.1482862050951643, 2: 1.1482862050951643, 3: 1.1482862050951643, 4: 1.1482862050951643}"
run_416,DONE,jpg-small-low-17, , ,"{0: '2023-10-06 18:31:27', 1: '2023-10-06 18:31:28', 2: '2023-10-06 18:31:29', 3: '2023-10-06 18:31:30', 4: '2023-10-06 18:31:31'}","{0: 0.23469, 1: 0.25, 2: 0.2551, 3: 0.25, 4: 0.245}","{0: 3.3499, 1: 3.4193, 2: 3.44243, 3: 3.4193, 4: 3.39663}","{0: 3.3499, 1: 3.4193, 2: 3.44243, 3: 3.4193, 4: 3.39663}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0004026023064958, 1: 1.0004026023064958, 2: 1.0004026023064958, 3: 1.0004026023064958, 4: 1.0004026023064958}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 5.205078125, 1: 5.205078125, 2: 5.205078125, 3: 5.205078125, 4: 5.205078125}","{0: 17.02756, 1: 17.02756, 2: 17.02756, 3: 17.02756, 4: 17.02756}","{0: 0.24695799999999996, 1: 0.24695799999999996, 2: 0.24695799999999996, 3: 0.24695799999999996, 4: 0.24695799999999996}","{0: 1.2378035781099854, 1: 1.2378035781099854, 2: 1.2378035781099854, 3: 1.2378035781099854, 4: 1.2378035781099854}"
run_417,DONE,jpg-small-low-18, , ,"{0: '2023-10-06 18:31:33', 1: '2023-10-06 18:31:34', 2: '2023-10-06 18:31:35', 3: '2023-10-06 18:31:36', 4: '2023-10-06 18:31:37'}","{0: 0.22917, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.25}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.4193}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0003095118265055, 1: 1.0003095118265055, 2: 1.0003095118265055, 3: 1.0003095118265055, 4: 1.0003095118265055}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 4.12109375, 1: 4.12109375, 2: 4.12109375, 3: 4.12109375, 4: 4.12109375}","{0: 17.002029999999998, 1: 17.002029999999998, 2: 17.002029999999998, 3: 17.002029999999998, 4: 17.002029999999998}","{0: 0.24583399999999997, 1: 0.24583399999999997, 2: 0.24583399999999997, 3: 0.24583399999999997, 4: 0.24583399999999997}","{0: 0.9859837752015237, 1: 0.9859837752015237, 2: 0.9859837752015237, 3: 0.9859837752015237, 4: 0.9859837752015237}"
run_418,DONE,jpg-small-low-19, , ,"{0: '2023-10-06 18:31:40', 1: '2023-10-06 18:31:41', 2: '2023-10-06 18:31:42', 3: '2023-10-06 18:31:43', 4: '2023-10-06 18:31:44'}","{0: 0.23438, 1: 0.245, 2: 0.26, 3: 0.25, 4: 0.25}","{0: 3.34845, 1: 3.39663, 2: 3.46464, 3: 3.4193, 4: 3.4193}","{0: 3.34845, 1: 3.39663, 2: 3.46464, 3: 3.4193, 4: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0003318462215351, 1: 1.0003318462215351, 2: 1.0003318462215351, 3: 1.0003318462215351, 4: 1.0003318462215351}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 4.48046875, 1: 4.48046875, 2: 4.48046875, 3: 4.48046875, 4: 4.48046875}","{0: 17.04832, 1: 17.04832, 2: 17.04832, 3: 17.04832, 4: 17.04832}","{0: 0.24787600000000004, 1: 0.24787600000000004, 2: 0.24787600000000004, 3: 0.24787600000000004, 4: 0.24787600000000004}","{0: 1.0602478116310574, 1: 1.0602478116310574, 2: 1.0602478116310574, 3: 1.0602478116310574, 4: 1.0602478116310574}"
run_419,DONE,jpg-small-low-20, , ,"{0: '2023-10-06 18:31:46', 1: '2023-10-06 18:31:47', 2: '2023-10-06 18:31:48', 3: '2023-10-06 18:31:49'}","{0: 0.22917, 1: 0.25, 2: 0.25, 3: 0.25}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.4193}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}","{0: 1.0004091010825757, 1: 1.0004091010825757, 2: 1.0004091010825757, 3: 1.0004091010825757}","{0: 3.0, 1: 3.0, 2: 3.0, 3: 3.0}","{0: 5.0908203125, 1: 5.0908203125, 2: 5.0908203125, 3: 5.0908203125}","{0: 13.58273, 1: 13.58273, 2: 13.58273, 3: 13.58273}","{0: 0.2447925, 1: 0.2447925, 2: 0.2447925, 3: 0.2447925}","{0: 1.5310966025748796, 1: 1.5310966025748796, 2: 1.5310966025748796, 3: 1.5310966025748796}"
run_420,DONE,jpg-small-low-21, , ,"{0: '2023-10-06 18:31:52', 1: '2023-10-06 18:31:53', 2: '2023-10-06 18:31:54', 3: '2023-10-06 18:31:55', 4: '2023-10-06 18:31:56'}","{0: 0.23469, 1: 0.25, 2: 0.25, 3: 0.2551, 4: 0.25}","{0: 3.3499, 1: 3.4193, 2: 3.4193, 3: 3.44243, 4: 3.4193}","{0: 3.3499, 1: 3.4193, 2: 3.4193, 3: 3.44243, 4: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0003901691962238, 1: 1.0003901691962238, 2: 1.0003901691962238, 3: 1.0003901691962238, 4: 1.0003901691962238}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 5.115234375, 1: 5.115234375, 2: 5.115234375, 3: 5.115234375, 4: 5.115234375}","{0: 17.05023, 1: 17.05023, 2: 17.05023, 3: 17.05023, 4: 17.05023}","{0: 0.24795800000000004, 1: 0.24795800000000004, 2: 0.24795800000000004, 3: 0.24795800000000004, 4: 0.24795800000000004}","{0: 1.209921435415066, 1: 1.209921435415066, 2: 1.209921435415066, 3: 1.209921435415066, 4: 1.209921435415066}"
run_421,DONE,jpg-small-low-22, , ,"{0: '2023-10-06 18:31:59', 1: '2023-10-06 18:32:00', 2: '2023-10-06 18:32:01', 3: '2023-10-06 18:32:02', 4: '2023-10-06 18:32:03'}","{0: 0.22917, 1: 0.25, 2: 0.26, 3: 0.25, 4: 0.25}","{0: 3.32483, 1: 3.4193, 2: 3.46464, 3: 3.4193, 4: 3.4193}","{0: 3.32483, 1: 3.4193, 2: 3.46464, 3: 3.4193, 4: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0003790668216583, 1: 1.0003790668216583, 2: 1.0003790668216583, 3: 1.0003790668216583, 4: 1.0003790668216583}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 5.1630859375, 1: 5.1630859375, 2: 5.1630859375, 3: 5.1630859375, 4: 5.1630859375}","{0: 17.04737, 1: 17.04737, 2: 17.04737, 3: 17.04737, 4: 17.04737}","{0: 0.24783400000000003, 1: 0.24783400000000003, 2: 0.24783400000000003, 3: 0.24783400000000003, 4: 0.24783400000000003}","{0: 1.2220559224782641, 1: 1.2220559224782641, 2: 1.2220559224782641, 3: 1.2220559224782641, 4: 1.2220559224782641}"
run_422,DONE,jpg-small-low-23, , ,"{0: '2023-10-06 18:32:05', 1: '2023-10-06 18:32:06', 2: '2023-10-06 18:32:07', 3: '2023-10-06 18:32:08'}","{0: 0.22917, 1: 0.25, 2: 0.25, 3: 0.25}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.4193}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}","{0: 1.00032706431335, 1: 1.00032706431335, 2: 1.00032706431335, 3: 1.00032706431335}","{0: 3.0, 1: 3.0, 2: 3.0, 3: 3.0}","{0: 4.076171875, 1: 4.076171875, 2: 4.076171875, 3: 4.076171875}","{0: 13.58273, 1: 13.58273, 2: 13.58273, 3: 13.58273}","{0: 0.2447925, 1: 0.2447925, 2: 0.2447925, 3: 0.2447925}","{0: 1.2259346286490596, 1: 1.2259346286490596, 2: 1.2259346286490596, 3: 1.2259346286490596}"
run_423,DONE,jpg-small-low-24, , ,"{0: '2023-10-06 18:32:11', 1: '2023-10-06 18:32:12', 2: '2023-10-06 18:32:13', 3: '2023-10-06 18:32:14'}","{0: 0.21939, 1: 0.255, 2: 0.25, 3: 0.2551}","{0: 3.28049, 1: 3.44197, 2: 3.4193, 3: 3.44243}","{0: 3.28049, 1: 3.44197, 2: 3.4193, 3: 3.44243}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}","{0: 1.000393149283941, 1: 1.000393149283941, 2: 1.000393149283941, 3: 1.000393149283941}","{0: 3.0, 1: 3.0, 2: 3.0, 3: 3.0}","{0: 5.0244140625, 1: 5.0244140625, 2: 5.0244140625, 3: 5.0244140625}","{0: 13.58419, 1: 13.58419, 2: 13.58419, 3: 13.58419}","{0: 0.2448725, 1: 0.2448725, 2: 0.2448725, 3: 0.2448725}","{0: 1.510468455605292, 1: 1.510468455605292, 2: 1.510468455605292, 3: 1.510468455605292}"
run_424,DONE,jpg-small-low-25, , ,"{0: '2023-10-06 18:32:17', 1: '2023-10-06 18:32:18', 2: '2023-10-06 18:32:19', 3: '2023-10-06 18:32:20', 4: '2023-10-06 18:32:21'}","{0: 0.22959, 1: 0.36, 2: 0.295, 3: 0.245, 4: 0.2551}","{0: 3.32676, 1: 3.91809, 2: 3.62335, 3: 3.39663, 4: 3.44243}","{0: 3.32676, 1: 3.91809, 2: 3.62335, 3: 3.39663, 4: 3.44243}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0005921504481319, 1: 1.0005921504481319, 2: 1.0005921504481319, 3: 1.0005921504481319, 4: 1.0005921504481319}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 7.5322265625, 1: 7.5322265625, 2: 7.5322265625, 3: 7.5322265625, 4: 7.5322265625}","{0: 17.707259999999998, 1: 17.707259999999998, 2: 17.707259999999998, 3: 17.707259999999998, 4: 17.707259999999998}","{0: 0.276938, 1: 0.276938, 2: 0.276938, 3: 0.276938, 4: 0.276938}","{0: 1.5359937871948577, 1: 1.5359937871948577, 2: 1.5359937871948577, 3: 1.5359937871948577, 4: 1.5359937871948577}"
run_425,DONE,jpg-small-low-26, , ,"{0: '2023-10-06 18:32:24', 1: '2023-10-06 18:32:25', 2: '2023-10-06 18:32:26', 3: '2023-10-06 18:32:27', 4: '2023-10-06 18:32:28'}","{0: 0.22396, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.25}","{0: 3.30122, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.4193}","{0: 3.30122, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0003289811987546, 1: 1.0003289811987546, 2: 1.0003289811987546, 3: 1.0003289811987546, 4: 1.0003289811987546}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 4.2734375, 1: 4.2734375, 2: 4.2734375, 3: 4.2734375, 4: 4.2734375}","{0: 16.97842, 1: 16.97842, 2: 16.97842, 3: 16.97842, 4: 16.97842}","{0: 0.24479199999999998, 1: 0.24479199999999998, 2: 0.24479199999999998, 3: 0.24479199999999998, 4: 0.24479199999999998}","{0: 1.028212462449424, 1: 1.028212462449424, 2: 1.028212462449424, 3: 1.028212462449424, 4: 1.028212462449424}"
run_426,DONE,jpg-small-low-27, , ,"{0: '2023-10-06 18:32:30', 1: '2023-10-06 18:32:31', 2: '2023-10-06 18:32:32', 3: '2023-10-06 18:32:33', 4: '2023-10-06 18:32:34'}","{0: 0.20213, 1: 0.245, 2: 0.255, 3: 0.25, 4: 0.255}","{0: 3.20223, 1: 3.39663, 2: 3.44197, 3: 3.4193, 4: 3.44197}","{0: 3.20223, 1: 3.39663, 2: 3.44197, 3: 3.4193, 4: 3.44197}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.000330360168414, 1: 1.000330360168414, 2: 1.000330360168414, 3: 1.000330360168414, 4: 1.000330360168414}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 4.2119140625, 1: 4.2119140625, 2: 4.2119140625, 3: 4.2119140625, 4: 4.2119140625}","{0: 16.9021, 1: 16.9021, 2: 16.9021, 3: 16.9021, 4: 16.9021}","{0: 0.241426, 1: 0.241426, 2: 0.241426, 3: 0.241426, 4: 0.241426}","{0: 1.032178469374984, 1: 1.032178469374984, 2: 1.032178469374984, 3: 1.032178469374984, 4: 1.032178469374984}"
run_427,DONE,jpg-small-low-28, , ,"{0: '2023-10-06 18:32:37', 1: '2023-10-06 18:32:38', 2: '2023-10-06 18:32:39', 3: '2023-10-06 18:32:40', 4: '2023-10-06 18:32:41'}","{0: 0.22449, 1: 0.2551, 2: 0.25, 3: 0.25, 4: 0.255}","{0: 3.30363, 1: 3.44243, 2: 3.4193, 3: 3.4193, 4: 3.44197}","{0: 3.30363, 1: 3.44243, 2: 3.4193, 3: 3.4193, 4: 3.44197}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0002687106150523, 1: 1.0002687106150523, 2: 1.0002687106150523, 3: 1.0002687106150523, 4: 1.0002687106150523}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 3.5234375, 1: 3.5234375, 2: 3.5234375, 3: 3.5234375, 4: 3.5234375}","{0: 17.02663, 1: 17.02663, 2: 17.02663, 3: 17.02663, 4: 17.02663}","{0: 0.24691799999999997, 1: 0.24691799999999997, 2: 0.24691799999999997, 3: 0.24691799999999997, 4: 0.24691799999999997}","{0: 0.8380793173969588, 1: 0.8380793173969588, 2: 0.8380793173969588, 3: 0.8380793173969588, 4: 0.8380793173969588}"
run_428,DONE,jpg-small-low-29, , ,"{0: '2023-10-06 18:32:43', 1: '2023-10-06 18:32:44', 2: '2023-10-06 18:32:45', 3: '2023-10-06 18:32:46'}","{0: 0.22917, 1: 0.25, 2: 0.25, 3: 0.2551}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.44243}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.44243}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}","{0: 1.0002742995129685, 1: 1.0002742995129685, 2: 1.0002742995129685, 3: 1.0002742995129685}","{0: 3.0, 1: 3.0, 2: 3.0, 3: 3.0}","{0: 3.4423828125, 1: 3.4423828125, 2: 3.4423828125, 3: 3.4423828125}","{0: 13.60586, 1: 13.60586, 2: 13.60586, 3: 13.60586}","{0: 0.2460675, 1: 0.2460675, 2: 0.2460675, 3: 0.2460675}","{0: 1.0282031022484224, 1: 1.0282031022484224, 2: 1.0282031022484224, 3: 1.0282031022484224}"
run_429,DONE,jpg-small-low-30, , ,"{0: '2023-10-06 18:32:50', 1: '2023-10-06 18:32:51', 2: '2023-10-06 18:32:52', 3: '2023-10-06 18:32:53'}","{0: 0.23438, 1: 0.25, 2: 0.25, 3: 0.25}","{0: 3.34845, 1: 3.4193, 2: 3.4193, 3: 3.4193}","{0: 3.34845, 1: 3.4193, 2: 3.4193, 3: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}","{0: 1.000351873937984, 1: 1.000351873937984, 2: 1.000351873937984, 3: 1.000351873937984}","{0: 3.0, 1: 3.0, 2: 3.0, 3: 3.0}","{0: 4.43359375, 1: 4.43359375, 2: 4.43359375, 3: 4.43359375}","{0: 13.606349999999999, 1: 13.606349999999999, 2: 13.606349999999999, 3: 13.606349999999999}","{0: 0.246095, 1: 0.246095, 2: 0.246095, 3: 0.246095}","{0: 1.3240715920979214, 1: 1.3240715920979214, 2: 1.3240715920979214, 3: 1.3240715920979214}"
run_430,DONE,jpg-small-low-31, , ,"{0: '2023-10-06 18:32:56', 1: '2023-10-06 18:32:57', 2: '2023-10-06 18:32:58', 3: '2023-10-06 18:32:59', 4: '2023-10-06 18:33:00'}","{0: 0.22917, 1: 0.25, 2: 0.25, 3: 0.255, 4: 0.255}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.44197, 4: 3.44197}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.44197, 4: 3.44197}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0002712380607761, 1: 1.0002712380607761, 2: 1.0002712380607761, 3: 1.0002712380607761, 4: 1.0002712380607761}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 3.513671875, 1: 3.513671875, 2: 3.513671875, 3: 3.513671875, 4: 3.513671875}","{0: 17.04737, 1: 17.04737, 2: 17.04737, 3: 17.04737, 4: 17.04737}","{0: 0.24783400000000003, 1: 0.24783400000000003, 2: 0.24783400000000003, 3: 0.24783400000000003, 4: 0.24783400000000003}","{0: 0.8316544749530536, 1: 0.8316544749530536, 2: 0.8316544749530536, 3: 0.8316544749530536, 4: 0.8316544749530536}"
run_431,DONE,jpg-small-low-32, , ,"{0: '2023-10-06 18:33:02', 1: '2023-10-06 18:33:03', 2: '2023-10-06 18:33:04', 3: '2023-10-06 18:33:05'}","{0: 0.22959, 1: 0.25, 2: 0.25, 3: 0.255}","{0: 3.32676, 1: 3.4193, 2: 3.4193, 3: 3.44197}","{0: 3.32676, 1: 3.4193, 2: 3.4193, 3: 3.44197}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}","{0: 1.0003789725024168, 1: 1.0003789725024168, 2: 1.0003789725024168, 3: 1.0003789725024168}","{0: 3.0, 1: 3.0, 2: 3.0, 3: 3.0}","{0: 4.744140625, 1: 4.744140625, 2: 4.744140625, 3: 4.744140625}","{0: 13.60733, 1: 13.60733, 2: 13.60733, 3: 13.60733}","{0: 0.2461475, 1: 0.2461475, 2: 0.2461475, 3: 0.2461475}","{0: 1.4164107275815527, 1: 1.4164107275815527, 2: 1.4164107275815527, 3: 1.4164107275815527}"
run_432,DONE,jpg-small-low-33, , ,"{0: '2023-10-06 18:33:08', 1: '2023-10-06 18:33:09', 2: '2023-10-06 18:33:10', 3: '2023-10-06 18:33:11', 4: '2023-10-06 18:33:12'}","{0: 0.23958, 1: 0.25, 2: 0.25, 3: 0.25, 4: 0.25}","{0: 3.37207, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.4193}","{0: 3.37207, 1: 3.4193, 2: 3.4193, 3: 3.4193, 4: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.000278669742602, 1: 1.000278669742602, 2: 1.000278669742602, 3: 1.000278669742602, 4: 1.000278669742602}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 3.587890625, 1: 3.587890625, 2: 3.587890625, 3: 3.587890625, 4: 3.587890625}","{0: 17.04927, 1: 17.04927, 2: 17.04927, 3: 17.04927, 4: 17.04927}","{0: 0.24791600000000003, 1: 0.24791600000000003, 2: 0.24791600000000003, 3: 0.24791600000000003, 4: 0.24791600000000003}","{0: 0.8488458909028971, 1: 0.8488458909028971, 2: 0.8488458909028971, 3: 0.8488458909028971, 4: 0.8488458909028971}"
run_433,DONE,jpg-small-low-34, , ,"{0: '2023-10-06 18:33:15', 1: '2023-10-06 18:33:16', 2: '2023-10-06 18:33:17', 3: '2023-10-06 18:33:18', 4: '2023-10-06 18:33:19'}","{0: 0.22917, 1: 0.25, 2: 0.25, 3: 0.26, 4: 0.39}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.46464, 4: 4.05412}","{0: 3.32483, 1: 3.4193, 2: 3.4193, 3: 3.46464, 4: 4.05412}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0004533771942243, 1: 1.0004533771942243, 2: 1.0004533771942243, 3: 1.0004533771942243, 4: 1.0004533771942243}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 6.1298828125, 1: 6.1298828125, 2: 6.1298828125, 3: 6.1298828125, 4: 6.1298828125}","{0: 17.682190000000002, 1: 17.682190000000002, 2: 17.682190000000002, 3: 17.682190000000002, 4: 17.682190000000002}","{0: 0.275834, 1: 0.275834, 2: 0.275834, 3: 0.275834, 4: 0.275834}","{0: 1.2568062210819544, 1: 1.2568062210819544, 2: 1.2568062210819544, 3: 1.2568062210819544, 4: 1.2568062210819544}"
run_434,DONE,jpg-small-low-35, , ,"{0: '2023-10-06 18:33:21', 1: '2023-10-06 18:33:22', 2: '2023-10-06 18:33:23', 3: '2023-10-06 18:33:24', 4: '2023-10-06 18:33:25'}","{0: 0.22959, 1: 0.25, 2: 0.2551, 3: 0.25, 4: 0.25}","{0: 3.32676, 1: 3.4193, 2: 3.44243, 3: 3.4193, 4: 3.4193}","{0: 3.32676, 1: 3.4193, 2: 3.44243, 3: 3.4193, 4: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0003405436460766, 1: 1.0003405436460766, 2: 1.0003405436460766, 3: 1.0003405436460766, 4: 1.0003405436460766}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 4.353515625, 1: 4.353515625, 2: 4.353515625, 3: 4.353515625, 4: 4.353515625}","{0: 17.02709, 1: 17.02709, 2: 17.02709, 3: 17.02709, 4: 17.02709}","{0: 0.24693800000000002, 1: 0.24693800000000002, 2: 0.24693800000000002, 3: 0.24693800000000002, 4: 0.24693800000000002}","{0: 1.0354085562933337, 1: 1.0354085562933337, 2: 1.0354085562933337, 3: 1.0354085562933337, 4: 1.0354085562933337}"
run_435,DONE,jpg-small-low-36, , ,"{0: '2023-10-06 18:33:27', 1: '2023-10-06 18:33:28', 2: '2023-10-06 18:33:29', 3: '2023-10-06 18:33:30', 4: '2023-10-06 18:33:31'}","{0: 0.24479, 1: 0.25, 2: 0.255, 3: 0.245, 4: 0.25}","{0: 3.39568, 1: 3.4193, 2: 3.44197, 3: 3.39663, 4: 3.4193}","{0: 3.39568, 1: 3.4193, 2: 3.44197, 3: 3.39663, 4: 3.4193}","{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}","{0: 1.0002929054824727, 1: 1.0002929054824727, 2: 1.0002929054824727, 3: 1.0002929054824727, 4: 1.0002929054824727}","{0: 4.0, 1: 4.0, 2: 4.0, 3: 4.0, 4: 4.0}","{0: 3.76171875, 1: 3.76171875, 2: 3.76171875, 3: 3.76171875, 4: 3.76171875}","{0: 17.072879999999998, 1: 17.072879999999998, 2: 17.072879999999998, 3: 17.072879999999998, 4: 17.072879999999998}","{0: 0.248958, 1: 0.248958, 2: 0.248958, 3: 0.248958, 4: 0.248958}","{0: 0.8850207385484237, 1: 0.8850207385484237, 2: 0.8850207385484237, 3: 0.8850207385484237, 4: 0.8850207385484237}"
