Date,CPU Utilization,Total Power,CPU Power,GPU Power,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
2023-10-05 14:03:13,0.2425,3.38529,3.38529,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
2023-10-05 14:03:14,0.2449,3.39616,3.39616,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
2023-10-05 14:03:15,0.245,3.39663,3.39663,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
2023-10-05 14:03:16,0.2525,3.43064,3.43064,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
2023-10-05 14:03:17,0.41582,4.17118,4.17118,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
2023-10-05 14:03:18,0.25,3.4193,3.4193,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
2023-10-05 14:03:19,0.31,3.69137,3.69137,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
2023-10-05 14:03:20,0.3,3.64602,3.64602,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
2023-10-05 14:03:21,0.25,3.4193,3.4193,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
2023-10-05 14:03:22,0.255,3.44197,3.44197,0.0,1.6841141570916152,9.0,15452.9208984375,35.397859999999994,0.276572,1578.4301357574636
