Date,CPU Utilization,Total Power,CPU Power,GPU Power,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
2023-10-06 11:02:51,0.24745,3.40773,3.40773,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:02:52,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:02:53,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:02:54,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:02:55,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:02:56,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:02:57,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:02:58,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:02:59,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:00,0.2525,3.43064,3.43064,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:01,0.2525,3.43064,3.43064,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:02,0.2525,3.43064,3.43064,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:03,0.2475,3.40796,3.40796,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:04,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:05,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:06,0.255,3.44197,3.44197,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:07,0.2475,3.40796,3.40796,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:08,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:09,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:10,0.2525,3.43064,3.43064,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:11,0.2551,3.44243,3.44243,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:12,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:13,0.2525,3.43064,3.43064,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:14,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:15,0.25,3.4193,3.4193,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:16,0.23177,3.33664,3.33664,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:17,0.255,3.44197,3.44197,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:18,0.2475,3.40796,3.40796,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
2023-10-06 11:03:19,0.50255,4.56447,4.56447,0.0,1.1587687756251972,28.0,3256.8828125,100.30179,0.2586851724137931,125.52259602240488
