Date,CPU Utilization,Total Power,CPU Power,GPU Power,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
2023-10-06 05:22:31,0.2525,3.43064,3.43064,0.0,3.23945886060242,6.0,6873.4853515625,24.07136,0.25429285714285715,1122.9029480360543
2023-10-06 05:22:32,0.2825,3.56667,3.56667,0.0,3.23945886060242,6.0,6873.4853515625,24.07136,0.25429285714285715,1122.9029480360543
2023-10-06 05:22:33,0.2475,3.40796,3.40796,0.0,3.23945886060242,6.0,6873.4853515625,24.07136,0.25429285714285715,1122.9029480360543
2023-10-06 05:22:34,0.25,3.4193,3.4193,0.0,3.23945886060242,6.0,6873.4853515625,24.07136,0.25429285714285715,1122.9029480360543
2023-10-06 05:22:35,0.2475,3.40796,3.40796,0.0,3.23945886060242,6.0,6873.4853515625,24.07136,0.25429285714285715,1122.9029480360543
2023-10-06 05:22:36,0.25255,3.43087,3.43087,0.0,3.23945886060242,6.0,6873.4853515625,24.07136,0.25429285714285715,1122.9029480360543
2023-10-06 05:22:37,0.2475,3.40796,3.40796,0.0,3.23945886060242,6.0,6873.4853515625,24.07136,0.25429285714285715,1122.9029480360543
